processed_file,source_file,sop_class_uid,sop_class_uid_missing,sop_class_name,modality,modality_missing,photometric_interpretation,photometric_interpretation_missing,bits_allocated,bits_allocated_missing,bits_stored,bits_stored_missing,pixel_representation,pixel_representation_missing,pixel_intensity_relationship,pixel_intensity_relationship_missing,pixel_intensity_relationship_sign,pixel_intensity_relationship_sign_missing,rescale_slope,rescale_slope_missing,rescale_intercept,rescale_intercept_missing,rescale_type,rescale_type_missing,modality_lut_sequence_item_count,modality_lut_sequence_item_count_missing,voi_lut_sequence_item_count,voi_lut_sequence_item_count_missing,window_center,window_center_missing,window_width,window_width_missing,voi_lut_function,voi_lut_function_missing,window_center_width_explanation,window_center_width_explanation_missing,presentation_intent_type,presentation_intent_type_missing,presentation_lut_shape,presentation_lut_shape_missing,image_type,image_type_missing,pixel_presentation,pixel_presentation_missing,acquisition_device_processing_description,acquisition_device_processing_description_missing,acquisition_device_processing_code,acquisition_device_processing_code_missing,derivation_description,derivation_description_missing,conversion_type,conversion_type_missing,lossy_image_compression,lossy_image_compression_missing,lossy_image_compression_ratio,lossy_image_compression_ratio_missing,lossy_image_compression_method,lossy_image_compression_method_missing,burned_in_annotation,burned_in_annotation_missing,recognizable_visual_features,recognizable_visual_features_missing,real_world_value_mapping_item_count,real_world_value_mapping_item_count_missing,transfer_syntax_uid,transfer_syntax_uid_missing,transfer_syntax_name,stored_pixel_relationship_class,xray_signal_proportionality_demonstrated,xray_signal_poisson_proxy_eligible,xray_signal_poisson_proxy_assessment
0ad17cb4-c693-4ac1-9bfb-8e7660c265a2.png,0ad17cb4-c693-4ac1-9bfb-8e7660c265a2.dcm,1.2.840.10008.5.1.4.1.1.7,False,Secondary Capture Image Storage,CR,False,MONOCHROME2,False,8,False,8,False,0,False,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,WSD,False,01,False,,True,ISO_10918_1,False,,True,,True,,True,1.2.840.10008.1.2.4.50,False,JPEG Baseline (Process 1),unknown_processed_stored_values,False,False,"Pixel Intensity Relationship and Sign are missing. The object is workstation-converted Secondary Capture, which does not establish detector-signal proportionality."
0af0a3a7-6df3-4217-b24f-cf6fcdc9a3bf.png,0af0a3a7-6df3-4217-b24f-cf6fcdc9a3bf.dcm,1.2.840.10008.5.1.4.1.1.7,False,Secondary Capture Image Storage,CR,False,MONOCHROME2,False,8,False,8,False,0,False,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,WSD,False,01,False,,True,ISO_10918_1,False,,True,,True,,True,1.2.840.10008.1.2.4.50,False,JPEG Baseline (Process 1),unknown_processed_stored_values,False,False,"Pixel Intensity Relationship and Sign are missing. The object is workstation-converted Secondary Capture, which does not establish detector-signal proportionality."
0b55aeff-b31c-479e-8035-c9a64144083e.png,0b55aeff-b31c-479e-8035-c9a64144083e.dcm,1.2.840.10008.5.1.4.1.1.7,False,Secondary Capture Image Storage,CR,False,MONOCHROME2,False,8,False,8,False,0,False,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,WSD,False,01,False,,True,ISO_10918_1,False,,True,,True,,True,1.2.840.10008.1.2.4.50,False,JPEG Baseline (Process 1),unknown_processed_stored_values,False,False,"Pixel Intensity Relationship and Sign are missing. The object is workstation-converted Secondary Capture, which does not establish detector-signal proportionality."
0cea4fac-4e84-4857-ac38-f2eb0dacfffc.png,0cea4fac-4e84-4857-ac38-f2eb0dacfffc.dcm,1.2.840.10008.5.1.4.1.1.7,False,Secondary Capture Image Storage,CR,False,MONOCHROME2,False,8,False,8,False,0,False,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,WSD,False,01,False,,True,ISO_10918_1,False,,True,,True,,True,1.2.840.10008.1.2.4.50,False,JPEG Baseline (Process 1),unknown_processed_stored_values,False,False,"Pixel Intensity Relationship and Sign are missing. The object is workstation-converted Secondary Capture, which does not establish detector-signal proportionality."
0f0e4c6b-0c2f-4a0c-b75e-869260a6ba22.png,0f0e4c6b-0c2f-4a0c-b75e-869260a6ba22.dcm,1.2.840.10008.5.1.4.1.1.7,False,Secondary Capture Image Storage,CR,False,MONOCHROME2,False,8,False,8,False,0,False,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,WSD,False,01,False,,True,ISO_10918_1,False,,True,,True,,True,1.2.840.10008.1.2.4.50,False,JPEG Baseline (Process 1),unknown_processed_stored_values,False,False,"Pixel Intensity Relationship and Sign are missing. The object is workstation-converted Secondary Capture, which does not establish detector-signal proportionality."
1015e103-bda6-4664-978d-f761cd2982cb.png,1015e103-bda6-4664-978d-f761cd2982cb.dcm,1.2.840.10008.5.1.4.1.1.7,False,Secondary Capture Image Storage,CR,False,MONOCHROME2,False,8,False,8,False,0,False,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,WSD,False,01,False,,True,ISO_10918_1,False,,True,,True,,True,1.2.840.10008.1.2.4.50,False,JPEG Baseline (Process 1),unknown_processed_stored_values,False,False,"Pixel Intensity Relationship and Sign are missing. The object is workstation-converted Secondary Capture, which does not establish detector-signal proportionality."
1172e6d2-4207-4b90-b66e-bf2b3af86462.png,1172e6d2-4207-4b90-b66e-bf2b3af86462.dcm,1.2.840.10008.5.1.4.1.1.7,False,Secondary Capture Image Storage,CR,False,MONOCHROME2,False,8,False,8,False,0,False,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,WSD,False,01,False,,True,ISO_10918_1,False,,True,,True,,True,1.2.840.10008.1.2.4.50,False,JPEG Baseline (Process 1),unknown_processed_stored_values,False,False,"Pixel Intensity Relationship and Sign are missing. The object is workstation-converted Secondary Capture, which does not establish detector-signal proportionality."
119b4b57-ad0c-4581-89c9-64841b14aa12.png,119b4b57-ad0c-4581-89c9-64841b14aa12.dcm,1.2.840.10008.5.1.4.1.1.7,False,Secondary Capture Image Storage,CR,False,MONOCHROME2,False,8,False,8,False,0,False,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,WSD,False,01,False,,True,ISO_10918_1,False,,True,,True,,True,1.2.840.10008.1.2.4.50,False,JPEG Baseline (Process 1),unknown_processed_stored_values,False,False,"Pixel Intensity Relationship and Sign are missing. The object is workstation-converted Secondary Capture, which does not establish detector-signal proportionality."
127a6d90-0b91-4927-8810-2788d3e8a1a0.png,127a6d90-0b91-4927-8810-2788d3e8a1a0.dcm,1.2.840.10008.5.1.4.1.1.7,False,Secondary Capture Image Storage,CR,False,MONOCHROME2,False,8,False,8,False,0,False,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,WSD,False,01,False,,True,ISO_10918_1,False,,True,,True,,True,1.2.840.10008.1.2.4.50,False,JPEG Baseline (Process 1),unknown_processed_stored_values,False,False,"Pixel Intensity Relationship and Sign are missing. The object is workstation-converted Secondary Capture, which does not establish detector-signal proportionality."
131cd368-4db7-4883-9408-47da2b59650a.png,131cd368-4db7-4883-9408-47da2b59650a.dcm,1.2.840.10008.5.1.4.1.1.7,False,Secondary Capture Image Storage,CR,False,MONOCHROME2,False,8,False,8,False,0,False,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,WSD,False,01,False,,True,ISO_10918_1,False,,True,,True,,True,1.2.840.10008.1.2.4.50,False,JPEG Baseline (Process 1),unknown_processed_stored_values,False,False,"Pixel Intensity Relationship and Sign are missing. The object is workstation-converted Secondary Capture, which does not establish detector-signal proportionality."
13f8bb2b-9c21-4131-aee1-eef3bc0cf88b.png,13f8bb2b-9c21-4131-aee1-eef3bc0cf88b.dcm,1.2.840.10008.5.1.4.1.1.7,False,Secondary Capture Image Storage,CR,False,MONOCHROME2,False,8,False,8,False,0,False,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,WSD,False,01,False,,True,ISO_10918_1,False,,True,,True,,True,1.2.840.10008.1.2.4.50,False,JPEG Baseline (Process 1),unknown_processed_stored_values,False,False,"Pixel Intensity Relationship and Sign are missing. The object is workstation-converted Secondary Capture, which does not establish detector-signal proportionality."
159b6cd1-8a7f-419a-a299-db96e99d8ab4.png,159b6cd1-8a7f-419a-a299-db96e99d8ab4.dcm,1.2.840.10008.5.1.4.1.1.7,False,Secondary Capture Image Storage,CR,False,MONOCHROME2,False,8,False,8,False,0,False,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,WSD,False,01,False,,True,ISO_10918_1,False,,True,,True,,True,1.2.840.10008.1.2.4.50,False,JPEG Baseline (Process 1),unknown_processed_stored_values,False,False,"Pixel Intensity Relationship and Sign are missing. The object is workstation-converted Secondary Capture, which does not establish detector-signal proportionality."
19a0469f-b168-45f7-a84e-1080db9951b5.png,19a0469f-b168-45f7-a84e-1080db9951b5.dcm,1.2.840.10008.5.1.4.1.1.7,False,Secondary Capture Image Storage,CR,False,MONOCHROME2,False,8,False,8,False,0,False,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,WSD,False,01,False,,True,ISO_10918_1,False,,True,,True,,True,1.2.840.10008.1.2.4.50,False,JPEG Baseline (Process 1),unknown_processed_stored_values,False,False,"Pixel Intensity Relationship and Sign are missing. The object is workstation-converted Secondary Capture, which does not establish detector-signal proportionality."
1a062886-29be-4120-92f3-5c1c8a951959.png,1a062886-29be-4120-92f3-5c1c8a951959.dcm,1.2.840.10008.5.1.4.1.1.7,False,Secondary Capture Image Storage,CR,False,MONOCHROME2,False,8,False,8,False,0,False,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,WSD,False,01,False,,True,ISO_10918_1,False,,True,,True,,True,1.2.840.10008.1.2.4.50,False,JPEG Baseline (Process 1),unknown_processed_stored_values,False,False,"Pixel Intensity Relationship and Sign are missing. The object is workstation-converted Secondary Capture, which does not establish detector-signal proportionality."
1f9025ff-a538-41b0-8798-829612193eeb.png,1f9025ff-a538-41b0-8798-829612193eeb.dcm,1.2.840.10008.5.1.4.1.1.7,False,Secondary Capture Image Storage,CR,False,MONOCHROME2,False,8,False,8,False,0,False,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,WSD,False,01,False,,True,ISO_10918_1,False,,True,,True,,True,1.2.840.10008.1.2.4.50,False,JPEG Baseline (Process 1),unknown_processed_stored_values,False,False,"Pixel Intensity Relationship and Sign are missing. The object is workstation-converted Secondary Capture, which does not establish detector-signal proportionality."
21e403ae-139b-4419-b3fa-0bf13d97d245.png,21e403ae-139b-4419-b3fa-0bf13d97d245.dcm,1.2.840.10008.5.1.4.1.1.7,False,Secondary Capture Image Storage,CR,False,MONOCHROME2,False,8,False,8,False,0,False,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,WSD,False,01,False,,True,ISO_10918_1,False,,True,,True,,True,1.2.840.10008.1.2.4.50,False,JPEG Baseline (Process 1),unknown_processed_stored_values,False,False,"Pixel Intensity Relationship and Sign are missing. The object is workstation-converted Secondary Capture, which does not establish detector-signal proportionality."
228b3dc1-f78a-4ac9-b213-2a416583d063.png,228b3dc1-f78a-4ac9-b213-2a416583d063.dcm,1.2.840.10008.5.1.4.1.1.7,False,Secondary Capture Image Storage,CR,False,MONOCHROME2,False,8,False,8,False,0,False,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,WSD,False,01,False,,True,ISO_10918_1,False,,True,,True,,True,1.2.840.10008.1.2.4.50,False,JPEG Baseline (Process 1),unknown_processed_stored_values,False,False,"Pixel Intensity Relationship and Sign are missing. The object is workstation-converted Secondary Capture, which does not establish detector-signal proportionality."
231de9e8-63d9-4093-9d57-2bdcdee49225.png,231de9e8-63d9-4093-9d57-2bdcdee49225.dcm,1.2.840.10008.5.1.4.1.1.7,False,Secondary Capture Image Storage,CR,False,MONOCHROME2,False,8,False,8,False,0,False,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,WSD,False,01,False,,True,ISO_10918_1,False,,True,,True,,True,1.2.840.10008.1.2.4.50,False,JPEG Baseline (Process 1),unknown_processed_stored_values,False,False,"Pixel Intensity Relationship and Sign are missing. The object is workstation-converted Secondary Capture, which does not establish detector-signal proportionality."
265e9208-1dc8-4b3c-aacd-74f7a8525123.png,265e9208-1dc8-4b3c-aacd-74f7a8525123.dcm,1.2.840.10008.5.1.4.1.1.7,False,Secondary Capture Image Storage,CR,False,MONOCHROME2,False,8,False,8,False,0,False,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,WSD,False,01,False,,True,ISO_10918_1,False,,True,,True,,True,1.2.840.10008.1.2.4.50,False,JPEG Baseline (Process 1),unknown_processed_stored_values,False,False,"Pixel Intensity Relationship and Sign are missing. The object is workstation-converted Secondary Capture, which does not establish detector-signal proportionality."
28ba0617-0cac-4198-8b8a-c35fde545ace.png,28ba0617-0cac-4198-8b8a-c35fde545ace.dcm,1.2.840.10008.5.1.4.1.1.7,False,Secondary Capture Image Storage,CR,False,MONOCHROME2,False,8,False,8,False,0,False,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,WSD,False,01,False,,True,ISO_10918_1,False,,True,,True,,True,1.2.840.10008.1.2.4.50,False,JPEG Baseline (Process 1),unknown_processed_stored_values,False,False,"Pixel Intensity Relationship and Sign are missing. The object is workstation-converted Secondary Capture, which does not establish detector-signal proportionality."
29128fda-79ce-4a14-bbf9-9884422075d0.png,29128fda-79ce-4a14-bbf9-9884422075d0.dcm,1.2.840.10008.5.1.4.1.1.7,False,Secondary Capture Image Storage,CR,False,MONOCHROME2,False,8,False,8,False,0,False,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,WSD,False,01,False,,True,ISO_10918_1,False,,True,,True,,True,1.2.840.10008.1.2.4.50,False,JPEG Baseline (Process 1),unknown_processed_stored_values,False,False,"Pixel Intensity Relationship and Sign are missing. The object is workstation-converted Secondary Capture, which does not establish detector-signal proportionality."
2a607bec-696e-4248-b6cc-21a6266744bd.png,2a607bec-696e-4248-b6cc-21a6266744bd.dcm,1.2.840.10008.5.1.4.1.1.7,False,Secondary Capture Image Storage,CR,False,MONOCHROME2,False,8,False,8,False,0,False,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,WSD,False,01,False,,True,ISO_10918_1,False,,True,,True,,True,1.2.840.10008.1.2.4.50,False,JPEG Baseline (Process 1),unknown_processed_stored_values,False,False,"Pixel Intensity Relationship and Sign are missing. The object is workstation-converted Secondary Capture, which does not establish detector-signal proportionality."
334c4445-63ce-401a-a1a2-1a467901a1ae.png,334c4445-63ce-401a-a1a2-1a467901a1ae.dcm,1.2.840.10008.5.1.4.1.1.7,False,Secondary Capture Image Storage,CR,False,MONOCHROME2,False,8,False,8,False,0,False,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,WSD,False,01,False,,True,ISO_10918_1,False,,True,,True,,True,1.2.840.10008.1.2.4.50,False,JPEG Baseline (Process 1),unknown_processed_stored_values,False,False,"Pixel Intensity Relationship and Sign are missing. The object is workstation-converted Secondary Capture, which does not establish detector-signal proportionality."
33c66fa9-6a08-4d0d-b309-88ce91a217c9.png,33c66fa9-6a08-4d0d-b309-88ce91a217c9.dcm,1.2.840.10008.5.1.4.1.1.7,False,Secondary Capture Image Storage,CR,False,MONOCHROME2,False,8,False,8,False,0,False,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,WSD,False,01,False,,True,ISO_10918_1,False,,True,,True,,True,1.2.840.10008.1.2.4.50,False,JPEG Baseline (Process 1),unknown_processed_stored_values,False,False,"Pixel Intensity Relationship and Sign are missing. The object is workstation-converted Secondary Capture, which does not establish detector-signal proportionality."
354c3756-43ed-4921-adf8-60be49a8b7e8.png,354c3756-43ed-4921-adf8-60be49a8b7e8.dcm,1.2.840.10008.5.1.4.1.1.7,False,Secondary Capture Image Storage,CR,False,MONOCHROME2,False,8,False,8,False,0,False,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,WSD,False,01,False,,True,ISO_10918_1,False,,True,,True,,True,1.2.840.10008.1.2.4.50,False,JPEG Baseline (Process 1),unknown_processed_stored_values,False,False,"Pixel Intensity Relationship and Sign are missing. The object is workstation-converted Secondary Capture, which does not establish detector-signal proportionality."
38e001a1-f518-4dc3-bdf7-b568ba90f512.png,38e001a1-f518-4dc3-bdf7-b568ba90f512.dcm,1.2.840.10008.5.1.4.1.1.7,False,Secondary Capture Image Storage,CR,False,MONOCHROME2,False,8,False,8,False,0,False,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,WSD,False,01,False,,True,ISO_10918_1,False,,True,,True,,True,1.2.840.10008.1.2.4.50,False,JPEG Baseline (Process 1),unknown_processed_stored_values,False,False,"Pixel Intensity Relationship and Sign are missing. The object is workstation-converted Secondary Capture, which does not establish detector-signal proportionality."
39276e28-456a-46f8-b74d-42601c7ec17e.png,39276e28-456a-46f8-b74d-42601c7ec17e.dcm,1.2.840.10008.5.1.4.1.1.7,False,Secondary Capture Image Storage,CR,False,MONOCHROME2,False,8,False,8,False,0,False,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,WSD,False,01,False,,True,ISO_10918_1,False,,True,,True,,True,1.2.840.10008.1.2.4.50,False,JPEG Baseline (Process 1),unknown_processed_stored_values,False,False,"Pixel Intensity Relationship and Sign are missing. The object is workstation-converted Secondary Capture, which does not establish detector-signal proportionality."
3939cfba-1869-4c49-a79a-2f081ef2ca7b.png,3939cfba-1869-4c49-a79a-2f081ef2ca7b.dcm,1.2.840.10008.5.1.4.1.1.7,False,Secondary Capture Image Storage,CR,False,MONOCHROME2,False,8,False,8,False,0,False,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,WSD,False,01,False,,True,ISO_10918_1,False,,True,,True,,True,1.2.840.10008.1.2.4.50,False,JPEG Baseline (Process 1),unknown_processed_stored_values,False,False,"Pixel Intensity Relationship and Sign are missing. The object is workstation-converted Secondary Capture, which does not establish detector-signal proportionality."
39cb7f45-d18f-4087-8994-0798f4f79c5a.png,39cb7f45-d18f-4087-8994-0798f4f79c5a.dcm,1.2.840.10008.5.1.4.1.1.7,False,Secondary Capture Image Storage,CR,False,MONOCHROME2,False,8,False,8,False,0,False,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,,True,WSD,False,01,False,,True,ISO_10918_1,False,,True,,True,,True,1.2.840.10008.1.2.4.50,False,JPEG Baseline (Process 1),unknown_processed_stored_values,False,False,"Pixel Intensity Relationship and Sign are missing. The object is workstation-converted Secondary Capture, which does not establish detector-signal proportionality."
